ID	FILE	AUTHOR	BORN-DIED	TITLE	DATE	TECHNIQUE	LOCATION	FORM	TYPE	SCHOOL	TIMELINE	URL
21441	21441.jpg	LIBERI, Pietro	(b. 1605, Padova, d. 1687, Venezia)	The Temple of the Arts	1652	Fresco	Villa Foscarini Negrelli Rossi, Stra	painting	mythological	Italian	1601-1650	http://www.wga.hu/html/l/liberi/pietro/1foscar6.html
21442	21442.jpg	LIBERI, Pietro	(b. 1605, Padova, d. 1687, Venezia)	Allegory of Vices	1660s	Oil on canvas, 151 x 212 cm	Private collection	painting	mythological	Italian	1601-1650	http://www.wga.hu/html/l/liberi/pietro/allegorx.html
21443	21443.jpg	LIBERI, Pietro	(b. 1605, Padova, d. 1687, Venezia)	Allegory of Temperance	-	Oil on canvas, 119 x 86 cm	Private collection	painting	mythological	Italian	1601-1650	http://www.wga.hu/html/l/liberi/pietro/allegory.html
21446	21446.jpg	LIBERI, Pietro	(b. 1605, Padova, d. 1687, Venezia)	Sleeping Endymion	1660s	Oil on canvas, 84 x 147 cm	The Hermitage, St. Petersburg	painting	mythological	Italian	1601-1650	http://www.wga.hu/html/l/liberi/pietro/endymion.html
21447	21447.jpg	LIBERI, Pietro	(b. 1605, Padova, d. 1687, Venezia)	Time Being Overcome by Truth	c. 1665	Oil on canvas, 114 x 157 cm	Private collection	painting	mythological	Italian	1601-1650	http://www.wga.hu/html/l/liberi/pietro/timetrut.html
21448	21448.jpg	LICINIO, Bernardino	(b. ca. 1489, Poscante, d. ca. 1565, Venezia)	Allegory of Love	c. 1520	Oil on canvas	Private collection	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/l/licinio/allegor.html
21449	21449.jpg	LICINIO, Bernardino	(b. ca. 1489, Poscante, d. ca. 1565, Venezia)	Allegory of Love (detail)	c. 1520	Oil on canvas	Private collection	painting	mythological	Italian	1501-1550	http://www.wga.hu/html/l/licinio/allegorx.html
21450	21450.jpg	LICINIO, Bernardino	(b. ca. 1489, Poscante, d. ca. 1565, Venezia)	Family Portrait	1520s	Oil on canvas, 63 x 88 cm	The Hermitage, St. Petersburg	painting	portrait	Italian	1501-1550	http://www.wga.hu/html/l/licinio/family.html
21451	21451.jpg	LICINIO, Bernardino	(b. ca. 1489, Poscante, d. ca. 1565, Venezia)	Portrait of Arrigo Licinio and His Family	-	Oil on canvas, 118 x 165 cm	Galleria Borghese, Rome	painting	portrait	Italian	1501-1550	http://www.wga.hu/html/l/licinio/family1.html
21455	21455.jpg	LICINIO, Bernardino	(b. ca. 1489, Poscante, d. ca. 1565, Venezia)	Portrait of a Woman	1522	Oil on wood, 83,5 x 71,5 cm	Szépmûvészeti Múzeum, Budapest	painting	portrait	Italian	1501-1550	http://www.wga.hu/html/l/licinio/portrai1.html
21456	21456.jpg	LICINIO, Bernardino	(b. ca. 1489, Poscante, d. ca. 1565, Venezia)	Portrait of a Woman	-	Oil on wood, 90 x 75 cm	Szépmûvészeti Múzeum, Budapest	painting	portrait	Italian	1501-1550	http://www.wga.hu/html/l/licinio/portrai2.html
21457	21457.jpg	LICINIO, Bernardino	(b. ca. 1489, Poscante, d. ca. 1565, Venezia)	Portrait of a Woman	1524	Oil on canvas	Galleria Franchetti, Ca' d'Oro, Venice	painting	portrait	Italian	1501-1550	http://www.wga.hu/html/l/licinio/portrai3.html
21467	21467.jpg	LIEBERMANN, Max	(b. 1847, Berlin, d. 1935, Berlin)	Country House at Hilversum	1901	Oil on canvas, 65 x 80 cm	Nationalgalerie, Berlin	painting	landscape	German	1851-1900	http://www.wga.hu/html/l/lieberma/40country.html
21470	21470.jpg	LIEBERMANN, Max	(b. 1847, Berlin, d. 1935, Berlin)	De Oude Vinck Restaurant, Leiden	1905	Oil on canvas, 72 x 88 cm	Kunsthaus, Zurich	painting	landscape	German	1851-1900	http://www.wga.hu/html/l/lieberma/43leiden.html
21471	21471.jpg	LIEBERMANN, Max	(b. 1847, Berlin, d. 1935, Berlin)	The Dunes at Noordwijk	1906	Oil on panel, 63 x 69 cm	Nationalgalerie, Berlin	painting	landscape	German	1851-1900	http://www.wga.hu/html/l/lieberma/44dunes.html
21472	21472.jpg	LIEBERMANN, Max	(b. 1847, Berlin, d. 1935, Berlin)	The Beach at Nordwijk	1908	Oil on canvas, 66 x 81 cm	Niedersächsisches Landesmuseum, Hannover	painting	landscape	German	1851-1900	http://www.wga.hu/html/l/lieberma/45beach.html
21474	21474.jpg	LIEBERMANN, Max	(b. 1847, Berlin, d. 1935, Berlin)	Self-Portrait	1911	Oil on canvas, 81 x 65 cm	Private collection	painting	portrait	German	1851-1900	http://www.wga.hu/html/l/lieberma/47selfpo.html
21475	21475.jpg	LIEBERMANN, Max	(b. 1847, Berlin, d. 1935, Berlin)	Evening at Uhlenhorster Fährhaus	1910	Oil on canvas, 88 x 112 cm	Kunsthalle, Hamburg	painting	landscape	German	1851-1900	http://www.wga.hu/html/l/lieberma/48evenin.html
21489	21489.jpg	LIEVENS, Jan	(b. 1607, Leiden, d. 1674, Amsterdam)	Prince Charles Louis with His Tutor, as Alexander Instructed by Aristotle	1631	Oil on canvas, 104 x 97 cm	J. Paul Getty Museum, Los Angeles	painting	portrait	Dutch	1601-1650	http://www.wga.hu/html/l/lievens/1charles.html
21490	21490.jpg	LIEVENS, Jan	(b. 1607, Leiden, d. 1674, Amsterdam)	Bust of a Young Girl	1630-32	Oil on panel, 62 x 48 cm	Szépmûvészeti Múzeum, Budapest	painting	portrait	Dutch	1601-1650	http://www.wga.hu/html/l/lievens/1girl.html
21491	21491.jpg	LIEVENS, Jan	(b. 1607, Leiden, d. 1674, Amsterdam)	Portrait of Petrus Egidius de Morrion	1637	Oil on wood, 83,5 x 59 cm	Szépmûvészeti Múzeum, Budapest	painting	portrait	Dutch	1601-1650	http://www.wga.hu/html/l/lievens/2morrion.html
21492	21492.jpg	LIEVENS, Jan	(b. 1607, Leiden, d. 1674, Amsterdam)	The Four Elements and Ages of Man: Fire and Childhood	c. 1668	Oil on oak, 83 x 58 cm	Staatliche Museen, Kassel	painting	mythological	Dutch	1601-1650	http://www.wga.hu/html/l/lievens/4elemen1.html
21493	21493.jpg	LIEVENS, Jan	(b. 1607, Leiden, d. 1674, Amsterdam)	The Four Elements and Ages of Man: Air and Youth	c. 1668	Oil on oak, 84 x 60 cm	Staatliche Museen, Kassel	painting	mythological	Dutch	1601-1650	http://www.wga.hu/html/l/lievens/4elemen2.html
21494	21494.jpg	LIEVENS, Jan	(b. 1607, Leiden, d. 1674, Amsterdam)	The Four Elements and Ages of Man: Earth and Maturity	c. 1668	Oil on oak, 83 x 60 cm	Staatliche Museen, Kassel	painting	mythological	Dutch	1601-1650	http://www.wga.hu/html/l/lievens/4elemen3.html
21495	21495.jpg	LIEVENS, Jan	(b. 1607, Leiden, d. 1674, Amsterdam)	The Four Elements and Ages of Man: Water and Old Age	c. 1668	Oil on oak, 84 x 59 cm	Staatliche Museen, Kassel	painting	mythological	Dutch	1601-1650	http://www.wga.hu/html/l/lievens/4elemen4.html
21496	21496.jpg	LIEVENS, Jan	(b. 1607, Leiden, d. 1674, Amsterdam)	Portrait of Ephraim Bueno	1650s	Etching, 530 x 445 mm	Joods Historisch Museum, Amsterdam	painting	portrait	Dutch	1601-1650	http://www.wga.hu/html/l/lievens/bueno.html
21498	21498.jpg	LIEVENS, Jan	(b. 1607, Leiden, d. 1674, Amsterdam)	Portrait of Poet Jan Vos	-	Pen, 322 x 253 mm	Städelsches Kunstinstitut, Frankfurt	graphics	portrait	Dutch	1601-1650	http://www.wga.hu/html/l/lievens/jan_vos.html
21500	21500.jpg	LIEVENS, Jan	(b. 1607, Leiden, d. 1674, Amsterdam)	Portrait of an Old Man	1630-35	Oil on canvas, 61 x 46 cm	Private collection	painting	portrait	Dutch	1601-1650	http://www.wga.hu/html/l/lievens/old_man.html
21501	21501.jpg	LIEVENS, Jan	(b. 1607, Leiden, d. 1674, Amsterdam)	Study of an Old Man	c. 1630	Oil on oak panel, 53 x 42 cm	Private collection	painting	portrait	Dutch	1601-1650	http://www.wga.hu/html/l/lievens/old_man1.html
21502	21502.jpg	LIEVENS, Jan	(b. 1607, Leiden, d. 1674, Amsterdam)	Bearded Old Man with a Brown Cloak	c. 1631	Oil on canvas, 67 x 56 cm	Private collection	painting	portrait	Dutch	1601-1650	http://www.wga.hu/html/l/lievens/old_man2.html
21503	21503.jpg	LIEVENS, Jan	(b. 1607, Leiden, d. 1674, Amsterdam)	Head of an Old Man	1631-32	Oil on panel, 59 x 43 cm	Private collection	painting	portrait	Dutch	1601-1650	http://www.wga.hu/html/l/lievens/old_man3.html
21504	21504.jpg	LIEVENS, Jan	(b. 1607, Leiden, d. 1674, Amsterdam)	A Tronie	1635-40	Oil on panel, 63 x 52 cm	Private collection	painting	portrait	Dutch	1601-1650	http://www.wga.hu/html/l/lievens/old_man4.html
21505	21505.jpg	LIEVENS, Jan	(b. 1607, Leiden, d. 1674, Amsterdam)	Old Man in Oriental Garb	1628-30	Oil on canvas, 135 x 101 cm	Schloss Sanssouci, Berlin	painting	portrait	Dutch	1601-1650	http://www.wga.hu/html/l/lievens/oriental.html
21507	21507.jpg	LIEVENS, Jan	(b. 1607, Leiden, d. 1674, Amsterdam)	Rembrandt van Rijn with Gorget	c. 1629	Oil on panel, 57 x 44 cm	Rijksmuseum, Amsterdam	painting	portrait	Dutch	1601-1650	http://www.wga.hu/html/l/lievens/rembrand.html
21508	21508.jpg	LIEVENS, Jan	(b. 1607, Leiden, d. 1674, Amsterdam)	Samson and Delilah	1625-26	Oil on canvas, 129 x 110 cm	Rijksmuseum, Amsterdam	painting	mythological	Dutch	1601-1650	http://www.wga.hu/html/l/lievens/samsonde.html
21509	21509.jpg	LIEVENS, Jan	(b. 1607, Leiden, d. 1674, Amsterdam)	Study of an Old Man	c. 1629	Oil on oak panel, 58 x 47 cm	Private collection	painting	portrait	Dutch	1601-1650	http://www.wga.hu/html/l/lievens/studyold.html
21511	21511.jpg	LIEVENS, Jan	(b. 1607, Leiden, d. 1674, Amsterdam)	Young Man in a Yellow Robe	1630-31	Oil on canvas, 112 x 99 cm	National Gallery of Scotland, Edinburgh	painting	portrait	Dutch	1601-1650	http://www.wga.hu/html/l/lievens/yellowro.html
21513	21513.jpg	LIEZEN-MAYER, Sándor	(b. 1839, Gyõr, d. 1898, München)	Venus and Tannhäuser	c. 1875	Oil on canvas, 84 x 55 cm	Magyar Nemzeti Galéria, Budapest	painting	mythological	Hungarian	1851-1900	http://www.wga.hu/html/l/liezen-m/2venus.html
21514	21514.jpg	LIEZEN-MAYER, Sándor	(b. 1839, Gyõr, d. 1898, München)	Faust and Marguerite	1873-75	Oil on canvas, 108 x 79 cm	Magyar Nemzeti Galéria, Budapest	painting	mythological	Hungarian	1851-1900	http://www.wga.hu/html/l/liezen-m/3faust.html
21518	21518.jpg	LIGARI, Pietro	(b. 1686, Ardenno, d. 1752, Sondrio)	Portrait of the Artist's Father	-	Oil on canvas, 98 x 70 cm	Pinacoteca di Brera, Milan	painting	portrait	Italian	1701-1750	http://www.wga.hu/html/l/ligari/portrait.html
21519	21519.jpg	LIGETI, Antal	(b. 1823, Nagykároly, d. 1890, Budapest)	Oasis in the Desert	1862	Oil on canvas, 127 x 187,5 cm	Magyar Nemzeti Galéria, Budapest	painting	landscape	Hungarian	1851-1900	http://www.wga.hu/html/l/ligeti/1oasis.html
21520	21520.jpg	LIGETI, Antal	(b. 1823, Nagykároly, d. 1890, Budapest)	Italian Landscape	1873	Oil on canvas, 73 x 130 cm	Private collection	painting	landscape	Hungarian	1851-1900	http://www.wga.hu/html/l/ligeti/2landsca.html
21521	21521.jpg	LIGETI, Antal	(b. 1823, Nagykároly, d. 1890, Budapest)	Mártonhegyi Road	1876	Oil on canvas, 59 x 94 cm	Magyar Nemzeti Galéria, Budapest	painting	landscape	Hungarian	1851-1900	http://www.wga.hu/html/l/ligeti/3road.html
21522	21522.jpg	LIGETI, Antal	(b. 1823, Nagykároly, d. 1890, Budapest)	Romantic Waterside Landscape with Figures	1886	Oil on canvas, 96 x 144 cm	Private collection	painting	landscape	Hungarian	1851-1900	http://www.wga.hu/html/l/ligeti/4landsca.html
21523	21523.jpg	LIGORIO, Pirro	(b. ca. 1500, Napoli, d. 1583, Ferrara)	View of the Piazza Ovale	1560	Photo	Casina Pio IV, Rome	architecture	landscape	Italian	1551-1600	http://www.wga.hu/html/l/ligorio/casina.html
21524	21524.jpg	LIGORIO, Pirro	(b. ca. 1500, Napoli, d. 1583, Ferrara)	Neptune Fountain and Water Organ	1560-69	Photo	Gardens at the Villa d'Este, Tivoli	architecture	mythological	Italian	1551-1600	http://www.wga.hu/html/l/ligorio/neptune1.html
21525	21525.jpg	LIGORIO, Pirro	(b. ca. 1500, Napoli, d. 1583, Ferrara)	Neptune Fountain	1560-69	Photo	Gardens at the Villa d'Este, Tivoli	architecture	mythological	Italian	1551-1600	http://www.wga.hu/html/l/ligorio/neptune2.html
21533	21533.jpg	LIGOZZI, Jacopo	(b. 1547, Verona, d. 1627, Firenze)	The Rape of the Sabine Women	1596	Oil on canvas, 132 x 186 cm	Private collection	painting	mythological	Italian	1551-1600	http://www.wga.hu/html/l/ligozzi/sabine.html
21534	21534.jpg	LIGOZZI, Jacopo	(b. 1547, Verona, d. 1627, Firenze)	The Rape of the Sabine Women (detail)	1596	Oil on canvas	Private collection	painting	mythological	Italian	1551-1600	http://www.wga.hu/html/l/ligozzi/sabine1.html
21544	21544.jpg	LIMBOURG brothers	(b. 1370-80, Nijmegen, d. 1416, Nijmegen)	Les très riches heures du Duc de Berry: Mai (detail)	1412-16	Manuscript (Ms. 65), 294 x 210 mm	Musée Condé, Chantilly	illumination	landscape	Netherlandish	1401-1450	http://www.wga.hu/html/l/limbourg/05mai1.html
21562	21562.jpg	LIMOSIN, Jean	(b. 1528, Limoges, d. ca. 1610, Limoges)	Portrait of the Young Louis XIII	c. 1615	Painted enamel on copper with foil, green canvas, 8 x 6 cm	Musée du Louvre, Paris	painting	portrait	French	1551-1600	http://www.wga.hu/html/l/limosin/jean/louis13.html
21564	21564.jpg	LIMOSIN, Léonard	(b. ca. 1505, Limoges, d. ca. 1575, Limoges)	Portrait of Galiot de Genouillac	1546	Enamel	Musée de l'Évèché, Limoges	painting	portrait	French	1501-1550	http://www.wga.hu/html/l/limosin/leonard/2portrai.html
21565	21565.jpg	LIMOSIN, Léonard	(b. ca. 1505, Limoges, d. ca. 1575, Limoges)	Portrait of Anne the Montmorency	1556	Enamel on copper, mounted on gilt wood, 72 x 54 cm	Musée du Louvre, Paris	painting	portrait	French	1501-1550	http://www.wga.hu/html/l/limosin/leonard/3portrai.html
21566	21566.jpg	LIMOSIN, Léonard	(b. ca. 1505, Limoges, d. ca. 1575, Limoges)	Portrait of Anne the Montmorency (detail)	1556	Enamel on copper, mounted on gilt wood	Musée du Louvre, Paris	painting	portrait	French	1501-1550	http://www.wga.hu/html/l/limosin/leonard/3portraix.html
21574	21574.jpg	LINARD, Jacques	(b. ca. 1600, Paris, d. 1645, Paris)	Basket of Flowers	-	Oil on canvas, 48 x 60,5 cm	Musée du Louvre, Paris	painting	still-life	French	1601-1650	http://www.wga.hu/html/l/linard/basket_f.html
21575	21575.jpg	LINARD, Jacques	(b. ca. 1600, Paris, d. 1645, Paris)	Bouquet on Wooden Box	c. 1640	Oil on canvas, 57 x 42 cm	Staatliche Kunsthalle, Karlsruhe	painting	still-life	French	1601-1650	http://www.wga.hu/html/l/linard/bouquet.html
21576	21576.jpg	LINARD, Jacques	(b. ca. 1600, Paris, d. 1645, Paris)	Bowl of Grapes	1631	Oil on panel, 48 x 62 cm	Private collection	painting	still-life	French	1601-1650	http://www.wga.hu/html/l/linard/bowlgrap.html
21577	21577.jpg	LINARD, Jacques	(b. ca. 1600, Paris, d. 1645, Paris)	Chinese Bowl with Flowers	1640	Oil on canvas, 53 x 66 cm	Museo Thyssen-Bornemisza, Madrid	painting	still-life	French	1601-1650	http://www.wga.hu/html/l/linard/chinese.html
21578	21578.jpg	LINARD, Jacques	(b. ca. 1600, Paris, d. 1645, Paris)	The Five Senses	1638	Oil on canvas, 55 x 68 cm	Musée des Beaux-Arts, Strasbourg	painting	still-life	French	1601-1650	http://www.wga.hu/html/l/linard/fivesens.html
21579	21579.jpg	LINARD, Jacques	(b. ca. 1600, Paris, d. 1645, Paris)	The Five Senses and the Four Elements	1627	Oil on canvas, 105 x 153 cm	Musée du Louvre, Paris	painting	still-life	French	1601-1650	http://www.wga.hu/html/l/linard/senses.html
21580	21580.jpg	LINARD, Jacques	(b. ca. 1600, Paris, d. 1645, Paris)	Still-Life with Bowl of Plums	-	Oil on panel, 24 x 33 cm	Private collection	painting	still-life	French	1601-1650	http://www.wga.hu/html/l/linard/stillife.html
21586	21586.jpg	LINGELBACH, Johannes	(b. 1622, Frankfurt/Main, d. 1674, Amsterdam)	Roman Market Scene	1653	Oil on canvas, 110 x 188,5 cm	Musées Royaux des Beaux-Arts, Brussels	painting	landscape	Dutch	1651-1700	http://www.wga.hu/html/l/lingelba/marketsc.html
21588	21588.jpg	LINGELBACH, Johannes	(b. 1622, Frankfurt/Main, d. 1674, Amsterdam)	Watermill with Peasants Taking Refreshments	-	Oil on canvas, 48 x 40 cm	Private collection	painting	landscape	Dutch	1651-1700	http://www.wga.hu/html/l/lingelba/peasantx.html
21590	21590.jpg	LINGELBACH, Johannes	(b. 1622, Frankfurt/Main, d. 1674, Amsterdam)	River Landscape	c. 1650	Oil on canvas, 90 x 104 cm	Private collection	painting	landscape	Dutch	1651-1700	http://www.wga.hu/html/l/lingelba/river_la.html
21593	21593.jpg	LINGELBACH, Johannes	(b. 1622, Frankfurt/Main, d. 1674, Amsterdam)	A Sea Battle	-	Oil on canvas, 31 x 40 cm	Private collection	painting	landscape	Dutch	1651-1700	http://www.wga.hu/html/l/lingelba/seabattl.html
21595	21595.jpg	LINT, Hendrik Frans van	(b. 1684, Antwerpen, d. 1763, Roma)	Classical Landscape	1749	Oil on canvas, 49 x 73 cm	Private collection	painting	landscape	Flemish	1701-1750	http://www.wga.hu/html/l/lint_h/classica.html
21596	21596.jpg	LINT, Hendrik Frans van	(b. 1684, Antwerpen, d. 1763, Roma)	River Landscape	-	Oil on canvas, 49 x 73 cm	Private collection	painting	landscape	Flemish	1701-1750	http://www.wga.hu/html/l/lint_h/river_la.html
21597	21597.jpg	LINT, Hendrik Frans van	(b. 1684, Antwerpen, d. 1763, Roma)	Rome: A View of the Tiber	1734	Oil on canvas, 48 x 73 cm	Private collection	painting	landscape	Flemish	1701-1750	http://www.wga.hu/html/l/lint_h/rome1.html
21598	21598.jpg	LINT, Hendrik Frans van	(b. 1684, Antwerpen, d. 1763, Roma)	Roma: Piazza del Popolo	1750	Oil on canvas, 48 x 73 cm	Private collection	painting	landscape	Flemish	1701-1750	http://www.wga.hu/html/l/lint_h/rome2.html
21599	21599.jpg	LINT, Hendrik Frans van	(b. 1684, Antwerpen, d. 1763, Roma)	Portrait of Giacomo van Lint	1750	Oil on copper, 29 x 24 cm	Private collection	painting	portrait	Flemish	1701-1750	http://www.wga.hu/html/l/lint_h/van_lint.html
21601	21601.jpg	LINT, Pieter van	(b. 1609, Antwerpen, d. 1690, Antwerpen)	Bacchus, Ceres, Proserpina and Pluto	-	Oil on canvas, 116 x 163 cm	Private collection	painting	mythological	Flemish	1601-1650	http://www.wga.hu/html/l/lint/bacchus.html
21602	21602.jpg	LINT, Pieter van	(b. 1609, Antwerpen, d. 1690, Antwerpen)	Jephthae's Daughter	1640s	Oil on canvas, 48 x 64 cm	The Hermitage, St. Petersburg	painting	mythological	Flemish	1601-1650	http://www.wga.hu/html/l/lint/jephthae.html
21603	21603.jpg	LINT, Pieter van	(b. 1609, Antwerpen, d. 1690, Antwerpen)	Silvio and Dorinda	-	Oil on canvas, 120 x 168 cm	Szépmûvészeti Múzeum, Budapest	painting	mythological	Flemish	1601-1650	http://www.wga.hu/html/l/lint/silvio_d.html
21604	21604.jpg	LINTHORST, Jacobus	(b. 1745, Amsterdam, d. 1815, Amsterdam)	Still-Life	-	Oil on panel, 47 x 40 cm	Private collection	painting	still-life	Dutch	1751-1800	http://www.wga.hu/html/l/linthors/stillife.html
21606	21606.jpg	LIONE, Andrea di	(b. 1610, Napoli, d. 1685, Napoli)	Venus and Adonis	1630s	Oil on canvas, 116 x 153 cm	Private collection	painting	mythological	Italian	1601-1650	http://www.wga.hu/html/l/lione/venus_ad.html
21610	21610.jpg	LIOTARD, Étienne	(b. 1702, Geneve, d. 1789, Geneve)	Marie-Adalaide of France Dressed in Turkish Costume	1753	Oil on canvas, 50 x 56 cm	Galleria degli Uffizi, Florence	painting	portrait	Swiss	1701-1750	http://www.wga.hu/html/l/liotard/marie_ad.html
21611	21611.jpg	LIOTARD, Étienne	(b. 1702, Geneve, d. 1789, Geneve)	Self-Portrait	1744	Pastel on paper, 61 x 49 cm	Galleria degli Uffizi, Florence	painting	portrait	Swiss	1701-1750	http://www.wga.hu/html/l/liotard/selfport.html
21612	21612.jpg	LIOTARD, Étienne	(b. 1702, Geneve, d. 1789, Geneve)	Portrait of François Tronchin	1757	Pastel on parchment, 38 x 46 cm	Private collection	painting	portrait	Swiss	1701-1750	http://www.wga.hu/html/l/liotard/tronchin.html
21613	21613.jpg	LIOTARD, Étienne	(b. 1702, Geneve, d. 1789, Geneve)	Madame Jean Tronchin	1758	Pastel on vellum, 63 x 50 cm	Musée du Louvre, Paris	painting	portrait	Swiss	1701-1750	http://www.wga.hu/html/l/liotard/tronchix.html
21615	21615.jpg	LIPPARINI, Ludovico	(b. 1800, Bologna, d. 1856, Venezia)	Portrait of Count Leopoldo Cicognara	1825	Oil on canvas, 118 x 93 cm	Gallerie dell'Accademia, Venice	painting	portrait	Italian	1801-1850	http://www.wga.hu/html/l/lipparin/cicognar.html
21630	21630.jpg	LIPPI, Filippino	(b. ca. 1457, Prato, d. 1504, Firenze)	Portrait of an Old Man	1485	Detached fresco, 47 x 38 cm	Galleria degli Uffizi, Florence	painting	portrait	Italian	1451-1500	http://www.wga.hu/html/l/lippi/flippino/1/09oldman.html
21631	21631.jpg	LIPPI, Filippino	(b. ca. 1457, Prato, d. 1504, Firenze)	Self-Portrait (detail)	-	Detached fresco on flat tile, 50 x 31 cm	Galleria degli Uffizi, Florence	painting	portrait	Italian	1451-1500	http://www.wga.hu/html/l/lippi/flippino/1/10selfpo.html
21632	21632.jpg	LIPPI, Filippino	(b. ca. 1457, Prato, d. 1504, Firenze)	Portrait of a Youth	c. 1485	Oil and tempera on panel, 52 x 37 cm	National Gallery of Art, Washington	painting	portrait	Italian	1451-1500	http://www.wga.hu/html/l/lippi/flippino/1/11youth.html
21649	21649.jpg	LIPPI, Filippino	(b. ca. 1457, Prato, d. 1504, Firenze)	Head of an Elderly Man	c. 1495	Metallic pencil, white highlights on pink ground, 150 x 113 mm	Museum der Bildenden Künste, Leipzig	graphics	portrait	Italian	1451-1500	http://www.wga.hu/html/l/lippi/flippino/2/5magi4.html
21650	21650.jpg	LIPPI, Filippino	(b. ca. 1457, Prato, d. 1504, Firenze)	Head of an Elderly Man Wearing a Cap	c. 1495	Metalpoint on bluish gray prepared paper, heightened with white, 190 x 140 mm	Devonshire Collection, Chatsworth	graphics	portrait	Italian	1451-1500	http://www.wga.hu/html/l/lippi/flippino/2/5mino.html
